id;created_at (Europe/Moscow);source;api_type;model_name;provider_name;input_tokens;output_tokens
2921eb6f-f11b-41cd-b49f-cd403245e5dd;23.05.2026 19:24;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;1445;208
41c0f9e5-0b15-4b45-9089-5aa38ffc8c42;23.05.2026 19:24;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;1466;95
fef49b83-2ce5-4ae4-8c64-9bf7b11985a7;23.05.2026 19:24;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;1281;153
76237637-0659-4e98-bbf5-d050f2c7730e;23.05.2026 19:24;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;772;106
b3d3ceea-96da-44a2-8f0d-39424f30927b;23.05.2026 19:24;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;1168;151
72f6f954-1a0b-43a6-8560-d74ea68137d8;23.05.2026 19:24;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;640;267
509c4c1c-39bb-4774-a498-6948b739dbde;23.05.2026 19:24;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;3945;445
37f4d4b4-ddb0-4ec5-babd-f218846a161e;23.05.2026 19:24;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;2053;635
63dc845a-9395-4380-846c-96caa25d5b66;23.05.2026 19:24;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;1267;217
5ceca158-dc3b-49b1-bab0-44f0e4c04cd3;23.05.2026 19:24;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;1280;173
ed6d03dc-8528-4b32-ad00-849543a16306;23.05.2026 19:24;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;3644;325
d3605bfd-8fbb-445b-b02c-b87a35037bd0;23.05.2026 19:24;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;1283;173
ebcb3f39-73e0-44e6-9b51-9562d77e78f2;23.05.2026 19:24;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;242;353
5425a50d-9589-45f5-8843-c4d34af5fb66;23.05.2026 19:24;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;3229;248
ee0aae07-5230-4222-a3a5-d20ba31c83fb;23.05.2026 19:24;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;760;105
06f1f1f3-ba5b-49ec-9f38-fb2bc0436153;23.05.2026 19:24;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;240;356
